"ID","CONTENT","FORMAT","RC","DOK","STRATUM"
"ITEM273","BIO","DR","IOD",2,3
"ITEM274","CHE","RS","SIN",2,2
"ITEM275","CHE","RS","SIN",3,3
"ITEM276","ESS","CV","EMI",2,1
"ITEM277","CHE","RS","SIN",2,2
"ITEM278","CHE","RS","EMI",2,2
"ITEM279","BIO","RS","SIN",2,3
"ITEM280","CHE","DR","EMI",2,3
"ITEM281","BIO","RS","IOD",2,2
"ITEM282","CHE","DR","IOD",3,3
"ITEM283","PHY","DR","IOD",3,2
"ITEM284","CHE","RS","EMI",2,3
"ITEM285","BIO","DR","EMI",2,2
"ITEM286","BIO","RS","SIN",2,1
"ITEM287","PHY","DR","IOD",2,1
"ITEM288","CHE","RS","EMI",2,2
"ITEM289","BIO","CV","EMI",2,1
"ITEM290","BIO","RS","EMI",2,3
"ITEM291","PHY","RS","SIN",3,1
"ITEM292","BIO","RS","EMI",2,1
"ITEM293","PHY","RS","SIN",2,3
"ITEM294","BIO","DR","IOD",2,3
"ITEM295","CHE","RS","IOD",2,1
"ITEM296","ESS","DR","IOD",2,2
"ITEM297","BIO","RS","IOD",2,3
"ITEM298","CHE","RS","SIN",2,2
"ITEM299","CHE","RS","IOD",2,1
"ITEM300","CHE","DR","IOD",2,1
"ITEM301","BIO","RS","IOD",2,3
"ITEM302","BIO","RS","EMI",3,2
"ITEM303","ESS","RS","SIN",2,1
"ITEM304","PHY","RS","SIN",2,2
"ITEM305","PHY","DR","IOD",2,1
"ITEM306","BIO","RS","SIN",2,2
"ITEM307","CHE","RS","EMI",3,1
"ITEM308","CHE","CV","EMI",2,1
"ITEM309","PHY","CV","EMI",1,3
"ITEM310","ESS","CV","EMI",2,1
"ITEM311","CHE","RS","IOD",1,3
"ITEM312","CHE","CV","EMI",2,1
"ITEM313","CHE","CV","EMI",2,2
"ITEM314","BIO","CV","EMI",2,1
"ITEM315","ESS","DR","EMI",2,3
"ITEM316","BIO","RS","SIN",2,2
"ITEM317","CHE","RS","SIN",2,2
"ITEM318","CHE","RS","SIN",1,2
"ITEM319","PHY","CV","EMI",3,3
"ITEM320","CHE","RS","SIN",2,3
"ITEM321","CHE","CV","EMI",2,1
"ITEM322","BIO","RS","IOD",2,1
"ITEM323","ESS","RS","IOD",1,1
"ITEM324","ESS","RS","IOD",2,3
"ITEM325","ESS","RS","IOD",2,3
"ITEM326","CHE","DR","EMI",2,3
"ITEM327","ESS","RS","SIN",1,1
"ITEM328","BIO","CV","EMI",2,2
"ITEM329","BIO","CV","EMI",3,1
"ITEM330","CHE","RS","SIN",3,1
"ITEM331","ESS","DR","IOD",2,3
"ITEM332","BIO","DR","EMI",3,1
"ITEM333","CHE","RS","SIN",3,1
"ITEM334","PHY","CV","EMI",2,3
"ITEM335","ESS","DR","EMI",2,3
"ITEM336","CHE","CV","EMI",2,1
"ITEM337","CHE","DR","IOD",2,2
"ITEM338","CHE","DR","IOD",2,1
"ITEM339","CHE","DR","IOD",2,2
"ITEM340","ESS","CV","EMI",2,1
"ITEM341","ESS","RS","SIN",2,3
"ITEM342","ESS","CV","EMI",2,2
"ITEM343","PHY","CV","EMI",2,2
"ITEM344","CHE","DR","IOD",2,3
"ITEM345","PHY","RS","SIN",2,3
"ITEM346","PHY","RS","IOD",2,2
"ITEM347","PHY","RS","SIN",2,1
"ITEM348","BIO","RS","SIN",2,2
"ITEM349","PHY","DR","IOD",2,2
"ITEM350","PHY","DR","IOD",3,2
"ITEM351","BIO","DR","SIN",3,1
"ITEM352","CHE","DR","IOD",1,1
"ITEM353","PHY","RS","IOD",2,3
"ITEM354","CHE","RS","IOD",2,2
"ITEM355","CHE","RS","SIN",2,2
"ITEM356","PHY","RS","SIN",2,3
"ITEM357","PHY","DR","EMI",3,2
"ITEM358","PHY","RS","SIN",2,2
"ITEM359","PHY","RS","IOD",1,3
"ITEM360","PHY","RS","SIN",2,2
"ITEM361","CHE","CV","SIN",2,1
"ITEM362","PHY","RS","EMI",3,3
"ITEM363","CHE","RS","SIN",2,3
"ITEM364","BIO","CV","EMI",2,1
"ITEM365","BIO","CV","EMI",2,2
"ITEM366","PHY","RS","SIN",2,2
"ITEM367","CHE","CV","EMI",2,3
"ITEM368","ESS","RS","IOD",3,2
"ITEM369","PHY","RS","SIN",2,2
"ITEM370","ESS","RS","IOD",2,2
"ITEM371","BIO","CV","EMI",2,2
"ITEM372","PHY","RS","SIN",2,1
"ITEM373","CHE","CV","EMI",2,3
"ITEM374","PHY","RS","SIN",2,1
"ITEM375","PHY","RS","IOD",2,2
"ITEM376","BIO","RS","SIN",2,1
"ITEM377","CHE","RS","IOD",2,2
"ITEM378","ESS","CV","EMI",2,3
"ITEM379","PHY","RS","IOD",2,3
"ITEM380","BIO","DR","IOD",2,3
"ITEM381","CHE","RS","EMI",2,1
"ITEM382","BIO","RS","IOD",2,3
"ITEM383","CHE","RS","SIN",2,2
"ITEM384","CHE","DR","IOD",2,1
"ITEM385","ESS","RS","IOD",2,1
"ITEM386","CHE","CV","EMI",2,2
"ITEM387","CHE","DR","IOD",2,1
"ITEM388","PHY","RS","SIN",2,2
"ITEM389","BIO","RS","IOD",2,1
"ITEM390","BIO","CV","EMI",1,2
"ITEM391","BIO","RS","IOD",2,3
"ITEM392","ESS","RS","IOD",2,1
"ITEM393","CHE","RS","SIN",2,2
"ITEM394","PHY","CV","EMI",2,2
"ITEM395","PHY","DR","IOD",2,1
"ITEM396","BIO","DR","EMI",3,3
"ITEM397","BIO","RS","IOD",2,2
"ITEM398","CHE","DR","IOD",2,2
"ITEM399","ESS","CV","EMI",2,2
"ITEM400","CHE","DR","IOD",2,3
"ITEM401","PHY","RS","SIN",2,2
"ITEM402","ESS","DR","EMI",2,1
"ITEM403","ESS","RS","IOD",1,2
"ITEM404","PHY","DR","IOD",2,3
"ITEM405","CHE","RS","EMI",2,3
"ITEM406","PHY","RS","IOD",2,3
"ITEM407","BIO","CV","EMI",2,2
"ITEM408","PHY","CV","EMI",2,1
"ITEM409","PHY","RS","SIN",2,3
"ITEM410","PHY","RS","IOD",3,3
"ITEM411","PHY","CV","EMI",2,1
"ITEM412","ESS","DR","IOD",2,2
"ITEM413","BIO","CV","EMI",2,1
"ITEM414","CHE","DR","IOD",2,1
"ITEM415","PHY","DR","IOD",2,2
"ITEM416","BIO","RS","SIN",2,1
"ITEM417","PHY","RS","SIN",2,1
"ITEM418","BIO","DR","IOD",2,1
"ITEM419","ESS","RS","SIN",2,2
"ITEM420","ESS","RS","SIN",2,3
"ITEM421","BIO","RS","IOD",2,1
"ITEM422","CHE","DR","IOD",3,2
"ITEM423","PHY","CV","EMI",3,2
"ITEM424","ESS","RS","EMI",2,1
"ITEM425","ESS","DR","IOD",2,3
"ITEM426","CHE","RS","SIN",3,1
"ITEM427","BIO","RS","EMI",2,2
"ITEM428","PHY","CV","EMI",3,1
"ITEM429","PHY","DR","IOD",2,2
"ITEM430","PHY","DR","IOD",2,2
"ITEM431","ESS","CV","IOD",1,2
"ITEM432","PHY","RS","SIN",2,1
"ITEM433","PHY","DR","IOD",2,3
"ITEM434","CHE","RS","SIN",2,3
"ITEM435","CHE","CV","EMI",1,2
"ITEM436","ESS","RS","IOD",2,1
"ITEM437","BIO","RS","SIN",2,2
"ITEM438","BIO","RS","SIN",2,1
"ITEM439","CHE","DR","IOD",1,1
"ITEM440","ESS","RS","IOD",2,3
"ITEM441","BIO","DR","IOD",2,3
"ITEM442","ESS","DR","IOD",2,3
"ITEM443","CHE","RS","IOD",2,1
"ITEM444","BIO","RS","IOD",2,3
"ITEM445","ESS","RS","SIN",2,2
"ITEM446","CHE","DR","IOD",2,1
"ITEM447","CHE","RS","IOD",1,1
"ITEM448","BIO","RS","IOD",2,3
"ITEM449","BIO","DR","IOD",1,3
"ITEM450","BIO","RS","SIN",2,2
"ITEM451","BIO","DR","IOD",2,2
"ITEM452","CHE","DR","EMI",2,2
"ITEM453","PHY","RS","SIN",2,3
"ITEM454","ESS","DR","IOD",2,3
"ITEM455","CHE","RS","SIN",2,3
"ITEM456","ESS","DR","IOD",3,1
"ITEM457","CHE","DR","EMI",2,3
"ITEM458","BIO","DR","IOD",2,1
"ITEM459","PHY","CV","EMI",2,3
"ITEM460","CHE","RS","SIN",3,2
"ITEM461","ESS","DR","IOD",2,1
"ITEM462","PHY","DR","IOD",3,1
"ITEM463","CHE","CV","EMI",2,3
"ITEM464","BIO","DR","IOD",2,3
"ITEM465","ESS","DR","IOD",2,1
"ITEM466","PHY","DR","EMI",2,1
"ITEM467","BIO","RS","IOD",2,3
"ITEM468","CHE","DR","EMI",2,2
"ITEM469","BIO","RS","EMI",2,3
"ITEM470","PHY","RS","SIN",2,2
"ITEM471","CHE","RS","IOD",3,2
"ITEM472","ESS","RS","EMI",2,1
"ITEM473","PHY","CV","EMI",2,3
"ITEM474","ESS","DR","EMI",2,3
"ITEM475","CHE","DR","IOD",2,2
"ITEM476","BIO","RS","IOD",2,3
"ITEM477","PHY","DR","IOD",3,3
"ITEM478","ESS","RS","SIN",2,3
"ITEM479","CHE","DR","IOD",2,3
"ITEM480","CHE","DR","EMI",3,2
"ITEM481","ESS","DR","IOD",2,3
"ITEM482","PHY","DR","IOD",3,2
"ITEM483","PHY","CV","EMI",2,2
"ITEM484","CHE","DR","IOD",2,3
"ITEM485","CHE","RS","SIN",2,1
"ITEM486","CHE","DR","IOD",2,2
"ITEM487","BIO","DR","IOD",2,2
"ITEM488","BIO","DR","IOD",2,3
"ITEM489","CHE","CV","EMI",2,3
"ITEM490","PHY","DR","IOD",1,1
"ITEM491","PHY","DR","IOD",2,1
"ITEM492","ESS","RS","IOD",2,3
"ITEM493","ESS","RS","EMI",2,1
"ITEM494","PHY","DR","IOD",2,3
"ITEM495","BIO","DR","IOD",2,2
"ITEM496","BIO","DR","IOD",2,3
"ITEM497","BIO","RS","IOD",2,2
"ITEM498","BIO","DR","SIN",1,1
"ITEM499","BIO","DR","IOD",2,1
"ITEM500","ESS","RS","SIN",2,3
"ITEM501","PHY","DR","IOD",2,3
"ITEM502","BIO","DR","SIN",2,3
"ITEM503","BIO","DR","IOD",2,3
"ITEM504","PHY","DR","IOD",1,1
"ITEM505","PHY","RS","SIN",2,3
"ITEM506","BIO","RS","EMI",2,3
"ITEM507","PHY","CV","EMI",2,1
"ITEM508","ESS","CV","IOD",2,3
"ITEM509","BIO","CV","EMI",2,3
"ITEM510","BIO","CV","EMI",3,2
"ITEM511","CHE","DR","IOD",2,1
"ITEM512","PHY","DR","EMI",2,2
"ITEM513","ESS","RS","IOD",1,2
"ITEM514","CHE","DR","IOD",1,3
"ITEM515","BIO","CV","EMI",1,2
"ITEM516","CHE","RS","IOD",2,2
"ITEM517","CHE","DR","IOD",2,3
"ITEM518","PHY","RS","SIN",2,3
"ITEM519","PHY","DR","IOD",2,3
"ITEM520","BIO","CV","EMI",2,3
"ITEM521","PHY","RS","SIN",2,3
"ITEM522","ESS","RS","EMI",2,3
"ITEM523","PHY","DR","SIN",2,1
"ITEM524","BIO","DR","IOD",2,1
"ITEM525","ESS","RS","EMI",2,1
"ITEM526","PHY","DR","IOD",3,1
"ITEM527","CHE","CV","EMI",2,3
"ITEM528","PHY","RS","IOD",2,1
"ITEM529","ESS","DR","IOD",2,3
"ITEM530","PHY","CV","EMI",2,3
"ITEM531","ESS","DR","IOD",2,3
"ITEM532","CHE","RS","EMI",2,3
"ITEM533","PHY","DR","EMI",2,1
"ITEM534","ESS","DR","EMI",3,3
"ITEM535","ESS","CV","EMI",3,2
"ITEM536","BIO","RS","IOD",2,1
"ITEM537","BIO","RS","EMI",2,3
"ITEM538","PHY","RS","SIN",2,3
"ITEM539","ESS","DR","EMI",3,3
"ITEM540","CHE","RS","SIN",1,2
"ITEM541","ESS","RS","IOD",2,2
"ITEM542","PHY","RS","EMI",2,3
"ITEM543","PHY","DR","IOD",2,1
"ITEM544","BIO","DR","IOD",2,2
"ITEM545","BIO","DR","IOD",2,2
"ITEM546","CHE","CV","IOD",2,2
"ITEM547","ESS","RS","SIN",2,2
"ITEM548","BIO","RS","SIN",1,1
"ITEM549","BIO","CV","EMI",1,3
"ITEM550","PHY","DR","IOD",3,1
"ITEM551","BIO","DR","EMI",3,1
"ITEM552","ESS","DR","IOD",2,3
"ITEM553","PHY","RS","IOD",2,1
"ITEM554","CHE","RS","IOD",3,2
"ITEM555","PHY","DR","IOD",2,2
"ITEM556","PHY","RS","SIN",2,2
"ITEM557","BIO","RS","EMI",2,2
"ITEM558","PHY","RS","SIN",2,1
"ITEM559","CHE","DR","IOD",2,2
"ITEM560","PHY","RS","EMI",3,1
"ITEM561","BIO","DR","IOD",2,3
"ITEM562","PHY","CV","IOD",2,1
"ITEM563","BIO","DR","SIN",3,1
"ITEM564","ESS","RS","IOD",1,2
"ITEM565","BIO","RS","IOD",2,2
"ITEM566","CHE","RS","SIN",2,2
"ITEM567","ESS","RS","SIN",2,2
"ITEM568","CHE","DR","IOD",2,1
"ITEM569","BIO","RS","SIN",2,2
"ITEM570","CHE","CV","EMI",2,3
"ITEM571","ESS","RS","SIN",2,3
"ITEM572","CHE","DR","IOD",3,1
"ITEM573","PHY","CV","EMI",2,1
"ITEM574","PHY","RS","SIN",2,1
"ITEM575","BIO","CV","EMI",2,2
"ITEM576","ESS","CV","EMI",2,2
"ITEM577","BIO","CV","EMI",2,3
"ITEM578","BIO","RS","IOD",2,2
"ITEM579","PHY","RS","SIN",2,2
"ITEM580","PHY","DR","EMI",2,1
"ITEM581","BIO","DR","EMI",2,3
"ITEM582","PHY","RS","IOD",1,2
"ITEM583","BIO","DR","IOD",2,2
"ITEM584","PHY","CV","EMI",3,1
"ITEM585","ESS","RS","SIN",2,3
"ITEM586","CHE","DR","IOD",1,1
"ITEM587","PHY","CV","EMI",2,1
"ITEM588","PHY","DR","IOD",2,3
"ITEM589","BIO","RS","IOD",2,2
"ITEM590","BIO","DR","SIN",2,3
"ITEM591","BIO","DR","IOD",1,3
"ITEM592","CHE","RS","EMI",2,3
"ITEM593","ESS","DR","EMI",3,2
"ITEM594","ESS","DR","IOD",2,1
"ITEM595","PHY","RS","IOD",2,3
"ITEM596","PHY","DR","IOD",2,2
"ITEM597","CHE","RS","EMI",2,1
"ITEM598","ESS","DR","IOD",2,1
"ITEM599","CHE","DR","EMI",3,2
"ITEM600","PHY","DR","IOD",2,2
"ITEM601","CHE","DR","EMI",3,3
"ITEM602","ESS","RS","EMI",2,2
"ITEM603","CHE","DR","IOD",2,2
"ITEM604","BIO","RS","IOD",2,1
"ITEM605","PHY","RS","SIN",2,3
"ITEM606","CHE","RS","SIN",2,1
"ITEM607","CHE","DR","EMI",2,3
"ITEM608","PHY","CV","EMI",2,3
"ITEM609","PHY","CV","EMI",2,1
"ITEM610","CHE","DR","EMI",2,3
"ITEM611","BIO","DR","EMI",2,3
"ITEM612","CHE","CV","EMI",1,1
"ITEM613","BIO","DR","IOD",2,1
"ITEM614","CHE","RS","SIN",2,1
"ITEM615","PHY","RS","IOD",2,1
"ITEM616","CHE","DR","IOD",2,3
"ITEM617","BIO","CV","EMI",2,1
"ITEM618","BIO","RS","IOD",3,1
"ITEM619","PHY","DR","IOD",2,3
"ITEM620","ESS","RS","SIN",1,1
"ITEM621","BIO","DR","IOD",2,3
"ITEM622","ESS","RS","IOD",2,3
"ITEM623","BIO","CV","EMI",1,1
"ITEM624","BIO","RS","EMI",2,2
"ITEM625","CHE","RS","IOD",2,3
"ITEM626","CHE","RS","SIN",3,3
"ITEM627","CHE","CV","SIN",2,1
"ITEM628","CHE","RS","SIN",1,3
"ITEM629","BIO","RS","IOD",2,3
"ITEM630","ESS","RS","SIN",2,2
"ITEM631","CHE","CV","EMI",2,2
"ITEM632","CHE","DR","IOD",2,2
"ITEM633","PHY","CV","EMI",2,3
