"ID","MODEL","PAR1","PAR2","PAR3"
"ITEM129","3PL",1.5246552406,0.0993673055,0.1308376767
"ITEM130","3PL",1.0443500046,-1.3781317231,0.1151484513
"ITEM131","3PL",2.294320393,-0.2062662131,0.2357995162
"ITEM132","3PL",0.9747242732,-2.5264846307,0.2534543818
"ITEM133","3PL",1.2404313341,-1.4288956796,0.1731879384
"ITEM134","3PL",1.4983518183,-0.3749225095,0.2909579958
"ITEM135","3PL",0.7724452942,-0.7910789455,0.1624688905
"ITEM136","3PL",1.2287519817,-0.6045029611,0.1339650178
"ITEM137","3PL",0.3864428612,-3.1197176663,0.1962992853
"ITEM138","3PL",1.4197500782,0.5511050137,0.2046633436
"ITEM139","3PL",1.0983243864,-0.3551406831,0.1578599095
"ITEM140","3PL",1.0716910318,-1.9223533472,0.1612375723
"ITEM141","3PL",2.0578835955,0.408762243,0.1744402134
"ITEM142","3PL",1.6092275782,-0.5647314206,0.2918377975
"ITEM143","3PL",1.6224621408,0.4517191202,0.0667661115
"ITEM144","3PL",1.0186753069,-0.8002578811,0.1890327723
"ITEM145","3PL",0.9679894532,-0.0003220958,0.2950463665
"ITEM146","3PL",1.4785141795,-1.4345969068,0.1384176971
"ITEM147","3PL",2.2185768338,0.5057356945,0.1445596817
"ITEM148","3PL",1.3248444593,-1.91154831,0.1920143616
"ITEM149","3PL",2.1400254553,-1.9219939618,0.1687061737
"ITEM150","3PL",1.8098783448,-0.9276547884,0.4132392633
"ITEM151","3PL",0.2751789228,-2.5398293555,0.2483692187
"ITEM152","3PL",1.5534707299,0.6843714459,0.2989602424
"ITEM153","3PL",0.9907606743,0.5226422785,0.2826598134
"ITEM154","3PL",1.7545828212,0.0851925111,0.2077519366
"ITEM155","3PL",1.4747625132,0.4834397844,0.1390175012
"ITEM156","3PL",1.5671074432,-0.8082994438,0.162779281
"ITEM157","3PL",1.8843329299,-2.3464812263,0.1953652492
"ITEM158","3PL",1.1112223104,-2.8503448767,0.1233505924
"ITEM159","3PL",1.2571533225,0.6666506047,0.3170018879
"ITEM160","3PL",0.6698211812,-0.5545320781,0.3198615041
"ITEM161","3PL",1.401179261,2.0460457483,0.1690661225
"ITEM162","3PL",1.928802207,0.9153889641,0.3785108431
"ITEM163","3PL",2.3503210987,2.3612726493,0.2297845826
"ITEM164","3PL",1.7386263235,0.1720222528,0.2415875032
"ITEM165","3PL",1.3714743923,0.3668704668,0.1670060489
"ITEM166","3PL",1.1906431512,-0.8747545431,0.1225863495
"ITEM167","3PL",1.1264920928,1.0812752519,0.2572547051
"ITEM168","3PL",1.3641853009,-0.1951654997,0.1585571249
"ITEM169","3PL",1.3138872126,-2.6257216424,0.3323526258
"ITEM170","3PL",1.6987688538,-0.1307962634,0.3323057961
"ITEM171","3PL",1.1425015029,-1.0516804017,0.3504867543
"ITEM172","3PL",1.6331726741,2.0736652316,0.1660236694
"ITEM173","3PL",0.7188130243,-0.312371225,0.2101676781
"ITEM174","3PL",0.8901022351,-0.4438932786,0.2289472542
"ITEM175","3PL",0.8218660953,-1.7014114701,0.1576388164
"ITEM176","3PL",1.2103781018,0.5917969814,0.2433234898
"ITEM177","3PL",1.2333346619,0.2123130134,0.2077291489
"ITEM178","3PL",2.1634889507,1.0506770735,0.1334822466
"ITEM179","3PL",1.4642781058,1.0840843321,0.1747878347
"ITEM180","3PL",1.3130907696,0.2923991537,0.1344006049
"ITEM181","3PL",1.3537311303,-0.9950849937,0.1742527886
"ITEM182","3PL",0.7808503242,-3.5842055962,0.1156362053
"ITEM183","3PL",0.4351928562,-2.3073506452,0.2079483838
"ITEM184","3PL",1.1574824561,-1.5195255442,0.242279287
"ITEM185","3PL",1.1167165581,-1.5001430758,0.207476578
"ITEM186","3PL",1.3334308358,0.5080157755,0.1611570387
"ITEM187","3PL",1.3629562356,-1.2858077621,0.207733023
"ITEM188","3PL",1.1557312914,-0.0350607292,0.3322538335
"ITEM189","3PL",1.3004450328,-0.0955686603,0.2530771729
"ITEM190","3PL",1.0648129053,-1.3160108918,0.2858831907
"ITEM191","3PL",1.3152738533,0.1632075033,0.1143982703
"ITEM192","3PL",1.5638824691,-0.7379613514,0.2464988901
"ITEM193","3PL",1.0459058928,-0.9017758417,0.1897491393
"ITEM194","3PL",1.2765774541,0.1678662539,0.1347174442
"ITEM195","3PL",1.5212316383,-1.0633208213,0.1472851383
"ITEM196","3PL",0.4377074487,-1.1751947595,0.2641513984
"ITEM197","3PL",1.4649084266,-2.6270883625,0.1420725996
"ITEM198","3PL",1.2827800712,1.1476142823,0.1975906809
"ITEM199","3PL",1.7638922582,0.5511421877,0.3487521661
"ITEM200","3PL",1.2174706191,-0.6713250042,0.1664614699
"ITEM201","3PL",1.2963915337,0.2794799859,0.2833237904
"ITEM202","3PL",1.249565984,-0.5845471108,0.3234315691
"ITEM203","3PL",0.857934376,0.4828631735,0.2072838269
"ITEM204","3PL",0.9846319869,0.393409632,0.1826788867
"ITEM205","3PL",1.6542052468,0.3983890652,0.2466634521
"ITEM206","3PL",1.6584856325,0.9248978072,0.2242069357
"ITEM207","3PL",1.8936094953,1.1560611525,0.2040887596
"ITEM208","3PL",0.6812693596,-1.0507824488,0.1904302213
"ITEM209","3PL",1.5999197918,-0.6685245063,0.2011703107
"ITEM210","3PL",1.1542189135,-0.7040881907,0.2735633311
"ITEM211","3PL",1.5338753807,0.5697887661,0.1971771759
"ITEM212","3PL",0.5706999464,-0.5161442335,0.3953180413
"ITEM213","3PL",1.2978010612,-2.0993561735,0.1422948875
"ITEM214","3PL",1.6102705694,1.3320875164,0.1689764061
"ITEM215","3PL",1.0702032404,-1.7592885039,0.3962321823
"ITEM216","3PL",1.4643846224,-0.7540862477,0.1541049741
"ITEM217","3PL",0.9517978957,1.1402863189,0.147369127
"ITEM218","3PL",1.399100043,1.4542342187,0.1711188512
"ITEM219","3PL",0.7260741175,-1.8962885894,0.1508719772
"ITEM220","3PL",0.4695189923,-0.739512317,0.3123839694
"ITEM221","3PL",1.2694884702,0.6110717666,0.2079354732
"ITEM222","3PL",1.0148293336,-0.4400308535,0.1661506538
"ITEM223","3PL",1.4563849113,2.2950344225,0.1613205428
"ITEM224","3PL",1.1358051138,-2.7018917201,0.2099116384
"ITEM225","3PL",0.9827033728,-2.1882925357,0.0947346515
"ITEM226","3PL",1.3351177013,-0.2289642021,0.1578597362
"ITEM227","3PL",1.6128520712,0.6860195346,0.2047697983
"ITEM228","3PL",1.0600988483,0.5898204232,0.2505120823
"ITEM229","3PL",1.7087367981,1.184605814,0.2654522666
"ITEM230","3PL",1.3067814626,-0.2132201945,0.175309439
"ITEM231","3PL",0.9635285324,0.6500131792,0.1075111447
"ITEM232","3PL",1.4516479803,-0.2617356305,0.0912664438
"ITEM233","3PL",1.0462142181,-2.5324537286,0.2283092037
"ITEM234","3PL",0.7802193314,-2.5936805536,0.1414271182
"ITEM235","3PL",1.2208950765,-1.1451192303,0.1300556836
"ITEM236","3PL",1.7791996562,1.1809261757,0.3968434035
"ITEM237","3PL",1.2643747118,-1.7788830064,0.1619649224
"ITEM238","3PL",1.0255275691,-0.0831538698,0.1752530893
"ITEM239","3PL",0.9111520332,0.2724007916,0.2241312681
"ITEM240","3PL",1.3571805718,-0.7177423412,0.176570307
"ITEM241","3PL",1.340421013,-0.1021199642,0.1521388205
"ITEM242","3PL",1.1889094685,0.9251811679,0.1471651781
"ITEM243","3PL",1.4952869059,-0.6880967788,0.1888520705
"ITEM244","3PL",1.4959481774,0.502423147,0.1284309178
"ITEM245","3PL",1.5824533179,-0.9084739664,0.1801029773
"ITEM246","3PL",0.6944740247,0.3112184834,0.1043655406
"ITEM247","3PL",1.0759741372,-0.3398586631,0.2263420845
"ITEM248","3PL",1.7541451048,-0.3510542389,0.1723990355
"ITEM249","3PL",1.125684314,-0.4738572041,0.373728709
"ITEM250","3PL",1.3675968827,0.1272512307,0.1945708641
"ITEM251","3PL",1.7842833555,-2.7563456379,0.2231889216
"ITEM252","3PL",1.9654353748,-0.3472321758,0.2780027856
"ITEM253","3PL",1.2713487592,1.7557919368,0.1374841628
"ITEM254","3PL",0.8525822251,-0.6143226873,0.3298923497
"ITEM255","3PL",1.1907644006,-1.3749124042,0.1653455294
"ITEM256","3PL",1.381700713,-1.2084622496,0.242727276
"ITEM257","3PL",0.6271889987,-1.3066011496,0.2498220789
"ITEM258","3PL",1.824420514,0.3231165512,0.2701254251
"ITEM259","3PL",1.6471039185,-0.1496644704,0.1947139853
"ITEM260","3PL",1.388581619,0.5668798125,0.1611484952
"ITEM261","3PL",1.6747196342,-0.6390679996,0.1916750847
"ITEM262","3PL",0.868808327,-0.6716032586,0.1931381054
"ITEM263","3PL",1.1670757887,1.4409626992,0.3413461202
"ITEM264","3PL",1.4937750855,-1.0422692268,0.1134131187
"ITEM265","3PL",1.3799771931,-0.4305433268,0.1198733576
"ITEM266","3PL",1.1099258665,-0.7206530785,0.3221176531
"ITEM267","3PL",0.7065089896,-0.1971745432,0.1732791625
"ITEM268","3PL",0.7129526945,-0.9513034778,0.1364778667
"ITEM269","3PL",1.3337942927,-2.3017062175,0.2688095195
"ITEM270","3PL",1.7782559796,-1.8962891023,0.134334112
"ITEM271","3PL",0.4918850088,0.0487682579,0.2562362314
"ITEM272","3PL",0.8043376109,0.0253724628,0.1530708536
"ITEM273","3PL",1.6134329068,-0.7364719718,0.2705047433
"ITEM274","3PL",1.4679405494,0.2029349976,0.2783152155
"ITEM275","3PL",1.8849053609,0.2545379392,0.1469887708
"ITEM276","3PL",0.6495037126,0.0170272313,0.1842928347
"ITEM277","3PL",1.1594887116,0.1754097379,0.104576065
"ITEM278","3PL",1.4375957468,1.8594689447,0.1225204853
"ITEM279","3PL",1.5953962165,-0.9906201658,0.1469292227
"ITEM280","3PL",1.3917519893,-2.5388309426,0.181065995
"ITEM281","3PL",1.4815070056,0.8806192511,0.2248224587
"ITEM282","3PL",1.9068695983,-2.7332068541,0.0865242757
"ITEM283","3PL",1.0668271482,-1.8236853484,0.1157295403
"ITEM284","3PL",1.3842634162,-1.3764821017,0.2726666769
"ITEM285","3PL",1.375095987,1.8292202321,0.3083777773
"ITEM286","3PL",0.8005626024,-1.9429250218,0.1475854341
"ITEM287","3PL",0.8214412396,-2.5316480322,0.1316907489
"ITEM288","3PL",1.1336695798,-1.5458781664,0.2111596152
"ITEM289","3PL",1.0416055332,-0.5336071594,0.1468077697
"ITEM290","3PL",1.4457200599,-2.9095685514,0.0902364886
"ITEM291","3PL",0.8853417092,-2.4344067633,0.1041268422
"ITEM292","3PL",0.9778590125,-0.4449236445,0.2150178187
"ITEM293","3PL",1.5200520694,-3.0343585429,0.1937658908
"ITEM294","3PL",1.708318549,-0.489027666,0.1672671602
"ITEM295","3PL",1.0409359077,0.6688310898,0.2547523644
"ITEM296","3PL",1.3807322454,-0.0382000647,0.2389491916
"ITEM297","3PL",1.4269196205,-1.3319699859,0.1662607323
"ITEM298","3PL",1.2413930732,-1.4668780683,0.224205603
"ITEM299","3PL",1.0471129558,-0.1903289483,0.198795919
"ITEM300","3PL",0.9856927935,1.5093001391,0.225219227
"ITEM301","3PL",2.0585643566,1.5716693456,0.3577313674
"ITEM302","3PL",1.2231537068,-1.0284244245,0.2346619659
"ITEM303","3PL",0.8764720186,-0.3559719943,0.248459606
"ITEM304","3PL",1.3114660275,0.1681600449,0.1665675584
"ITEM305","3PL",0.9680847483,-1.9490453066,0.2475342261
"ITEM306","3PL",1.4337529158,0.1273259512,0.1164414518
"ITEM307","3PL",0.71186158,-0.9654619542,0.2966649437
"ITEM308","3PL",0.8740733041,-2.6732148597,0.1100913075
"ITEM309","3PL",1.733116193,0.6948810736,0.1947347113
"ITEM310","3PL",0.9980980353,-0.3954597886,0.264754252
"ITEM311","3PL",1.8558861944,-0.2460615414,0.232450623
"ITEM312","3PL",0.9869263522,-0.0376180427,0.1588128711
"ITEM313","3PL",1.2527718533,-1.1959410716,0.2100520984
"ITEM314","3PL",1.0102580439,-0.5385013818,0.1489464292
"ITEM315","3PL",2.0314056377,-0.0587161878,0.2455187749
"ITEM316","3PL",1.1808324251,-1.3224797856,0.1599601984
"ITEM317","3PL",1.3388757923,-0.5932477272,0.2645998339
"ITEM318","3PL",1.3935506232,-0.8776596982,0.1933418421
"ITEM319","3PL",1.3577996403,-3.0173981074,0.1259569827
"ITEM320","3PL",1.6797942568,0.3720707313,0.1763219163
"ITEM321","3PL",0.9333159542,0.0824261846,0.1740685362
"ITEM322","3PL",1.0772116657,-0.1464350219,0.1328233528
"ITEM323","3PL",1.0014527787,-1.532607128,0.2905396409
"ITEM324","3PL",2.0452867654,-0.7234472274,0.20185834
"ITEM325","3PL",1.4625855188,-1.7158299984,0.2158859542
"ITEM326","3PL",2.4896498057,-0.7906543259,0.1238793517
"ITEM327","3PL",0.8746622226,-0.2340998095,0.1631142278
"ITEM328","3PL",1.1825806023,-0.6887051513,0.1536288606
"ITEM329","3PL",0.6791956116,-0.3989148332,0.2188624076
"ITEM330","3PL",0.648550604,-1.3598757071,0.1277503823
"ITEM331","3PL",1.6972170564,-0.7572459934,0.1879649404
"ITEM332","3PL",1.092279159,0.0421327307,0.2947023674
"ITEM333","3PL",1.002928959,-0.970842769,0.143333819
"ITEM334","3PL",2.0813770367,2.0619551143,0.2141671455
"ITEM335","3PL",1.4976061694,-0.1682863167,0.1565202992
"ITEM336","3PL",0.691408444,-0.6812152002,0.1878325342
"ITEM337","3PL",1.4292216982,0.9981617018,0.1464310168
"ITEM338","3PL",0.8138612428,-1.2413671672,0.2391307788
"ITEM339","3PL",1.4505877622,0.79160958,0.2859620792
"ITEM340","3PL",1.078078095,0.1708105146,0.1993942695
"ITEM341","3PL",1.5023519008,-0.0964519433,0.3255352079
"ITEM342","3PL",1.4514318213,1.1494675187,0.1745600766
"ITEM343","3PL",1.3669642905,-0.1385577918,0.1887603813
"ITEM344","3PL",1.5536342007,-2.145483737,0.1314821227
"ITEM345","3PL",1.6665441066,-1.0405952788,0.1226629996
"ITEM346","3PL",1.3812621459,0.1497968524,0.2108224926
"ITEM347","3PL",0.889624734,-0.8451075002,0.37217479
"ITEM348","3PL",1.2148043791,0.106070832,0.1454279481
"ITEM349","3PL",1.3445842356,-1.0519842136,0.3133538598
"ITEM350","3PL",1.1322339525,-0.8015669209,0.2228884545
"ITEM351","3PL",1.0228474443,-1.9541029699,0.074870527
"ITEM352","3PL",1.0814398011,-0.0633965022,0.1786371497
"ITEM353","3PL",1.912442929,-1.8869833407,0.135126047
"ITEM354","3PL",1.2056823421,-2.3515991689,0.2417731023
"ITEM355","3PL",1.106262568,-1.0869837787,0.1191531052
"ITEM356","3PL",1.7793222431,0.6980867869,0.2849984215
"ITEM357","3PL",1.3376908461,0.6159576278,0.2623125565
"ITEM358","3PL",1.0889493341,-2.9376631731,0.1652194474
"ITEM359","3PL",1.5669678787,-0.4434765258,0.3456528538
"ITEM360","3PL",1.2226090427,-2.2743442734,0.2015577366
"ITEM361","3PL",0.4886910944,-2.5276717631,0.17897881
"ITEM362","3PL",1.6387827439,0.2698032925,0.2524105646
"ITEM363","3PL",1.6512785318,-0.3866611062,0.1662536663
"ITEM364","3PL",0.7747223068,-1.4685007359,0.2378348075
"ITEM365","3PL",1.3052435403,0.2124623287,0.1067269061
"ITEM366","3PL",1.351066401,-0.8311377987,0.4445168136
"ITEM367","3PL",1.4727456986,-2.0283292906,0.223229876
"ITEM368","3PL",1.3570037717,-0.7241618437,0.2308201118
"ITEM369","3PL",1.1675796414,-2.1258819681,0.129751943
"ITEM370","3PL",1.2086156266,-2.7130381895,0.1899804613
"ITEM371","3PL",1.4445357708,-0.3784964802,0.1508438883
"ITEM372","3PL",0.6200464464,-0.9120426483,0.1020451516
"ITEM373","3PL",1.8301767833,-2.1885741733,0.2276683912
"ITEM374","3PL",0.9353919153,-0.9863586472,0.1336581088
"ITEM375","3PL",1.2804255632,-1.8947160308,0.2453532582
"ITEM376","3PL",1.0485048387,-0.8008263543,0.0707121475
"ITEM377","3PL",1.3510367192,-0.2965795331,0.3275778545
"ITEM378","3PL",1.5374428583,-1.2647422194,0.3560053671
"ITEM379","3PL",1.7278704942,1.3670705874,0.3314515803
"ITEM380","3PL",1.638974231,-0.2362295763,0.2175526816
"ITEM381","3PL",0.885075538,-0.2588577571,0.2957435108
"ITEM382","3PL",1.6117926304,0.8419675746,0.233101715
"ITEM383","3PL",1.065563866,-2.1106995097,0.1595678435
"ITEM384","3PL",1.0354276704,-0.1374918717,0.1445010889
"ITEM385","3PL",0.9379156453,-1.9417759347,0.112055118
"ITEM386","3PL",1.2362521909,0.2421327436,0.1649141724
"ITEM387","3PL",0.8018131491,0.4810659189,0.220860773
"ITEM388","3PL",1.4035388584,0.3897888548,0.2837227412
"ITEM389","3PL",0.999296889,0.4381578676,0.3121626083
"ITEM390","3PL",1.426728592,1.2383401754,0.3514620488
"ITEM391","3PL",1.7020976685,1.2522051784,0.2095943808
"ITEM392","3PL",0.9643800025,-0.190157274,0.2444643022
"ITEM393","3PL",1.2187080805,-2.0384092197,0.1962826619
"ITEM394","3PL",1.2730657315,-0.1758672786,0.1953217071
"ITEM395","3PL",0.8896610398,-2.0538960184,0.099284787
"ITEM396","3PL",1.4087390052,-1.1771339234,0.1610057124
"ITEM397","3PL",1.2793701274,-0.4164503781,0.1770347858
"ITEM398","3PL",1.2000530967,-1.8143316671,0.2036869534
"ITEM399","3PL",1.2958448724,-0.2272852561,0.2214139504
"ITEM400","3PL",1.782031939,0.4515127954,0.3131539506
"ITEM401","3PL",1.0999229535,-1.2910840419,0.1701378942
"ITEM402","3PL",0.8021890224,-1.348349691,0.1540270097
"ITEM403","3PL",1.4580155013,0.4139894194,0.1364275747
"ITEM404","3PL",1.6828089321,-0.1569846931,0.2305271577
"ITEM405","3PL",1.6074729088,-0.3932165659,0.2695685817
"ITEM406","3PL",1.7324901227,-1.5782756124,0.1955757391
"ITEM407","3PL",1.4089162516,1.249844728,0.2883511663
"ITEM408","3PL",0.843266737,-0.9376799068,0.1517964512
"ITEM409","3PL",1.6382904387,-0.5009020695,0.1907793621
"ITEM410","3PL",1.9853856355,0.537479095,0.3041933579
"ITEM411","3PL",1.1025706056,1.1218932289,0.2142902283
"ITEM412","3PL",1.3661323832,0.1497446664,0.2502660921
"ITEM413","3PL",0.9216182332,-0.0814413592,0.1703233534
"ITEM414","3PL",0.9407477387,-0.1647585958,0.1661555012
"ITEM415","3PL",1.3803099812,-0.2796881336,0.0927626568
"ITEM416","3PL",0.7884670405,0.5204465197,0.2357260286
"ITEM417","3PL",1.0597268629,-0.7388163701,0.1994271614
"ITEM418","3PL",0.9128727981,-0.5633423353,0.2510353662
"ITEM419","3PL",1.2707853869,0.397733996,0.2243163918
"ITEM420","3PL",1.9371506339,-1.336635434,0.1580678368
"ITEM421","3PL",1.0158273224,0.9504338468,0.2706775524
"ITEM422","3PL",1.2822399185,0.4783213247,0.2618201914
"ITEM423","3PL",1.3227704456,-1.1487380297,0.1420065111
"ITEM424","3PL",0.9284549892,-0.9589067404,0.127836482
"ITEM425","3PL",1.4534350306,-0.5562385806,0.2480551351
"ITEM426","3PL",0.1697332968,-1.3259250809,0.1791162084
"ITEM427","3PL",1.3102302705,1.8536968762,0.1224669872
"ITEM428","3PL",0.9669685416,-0.9809646514,0.2786886175
"ITEM429","3PL",1.440897299,-0.3005167128,0.2887391821
"ITEM430","3PL",1.2389329392,-0.1589197516,0.1986458431
